pdf_sha256,tabela_idx,linha_tabela,nome_pdf,url_fonte,sigla,pagina,texto,parse_flag,servico,produto,eixo_num,area
88995e9705ca1c953b2f6405bc3dc35ddfe04718af1b4453feb2317ca8f64637,1,16,fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,FIOCRUZ,2,Solicitar diagnóstico de referência em citomegalovírus - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 31/12/2025,sem_produto,Solicitar diagnóstico de referência em citomegalovírus - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 31/12/2025,,1,
88995e9705ca1c953b2f6405bc3dc35ddfe04718af1b4453feb2317ca8f64637,1,17,fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,FIOCRUZ,2,Solicitar assessoria/consultoria em arboviroses - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 31/01/2026,sem_produto,Solicitar assessoria/consultoria em arboviroses - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 31/01/2026,,1,
88995e9705ca1c953b2f6405bc3dc35ddfe04718af1b4453feb2317ca8f64637,1,18,fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,FIOCRUZ,2,Solicitar assessoria/consultoria em Malacologia Médica e Aplicada - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 28/02/2026,sem_produto,Solicitar assessoria/consultoria em Malacologia Médica e Aplicada - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 28/02/2026,,1,
88995e9705ca1c953b2f6405bc3dc35ddfe04718af1b4453feb2317ca8f64637,1,19,fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,FIOCRUZ,2,Solicitar capacitação em Hidatidose - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 31/03/2026,sem_produto,Solicitar capacitação em Hidatidose - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 31/03/2026,,1,
88995e9705ca1c953b2f6405bc3dc35ddfe04718af1b4453feb2317ca8f64637,2,0,fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,FIOCRUZ,3,Solicitar assessoria e consultoria em Hidatidose - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 30/04/2026,sem_produto,Solicitar assessoria e consultoria em Hidatidose - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 30/04/2026,,1,
88995e9705ca1c953b2f6405bc3dc35ddfe04718af1b4453feb2317ca8f64637,2,1,fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,FIOCRUZ,3,Solicitar serviço de assessoria e consultoria técnica em rickettsiose e outras doenças transmitidas por carrapatos (ambiente e vetores) - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 31/05/2026,sem_produto,Solicitar serviço de assessoria e consultoria técnica em rickettsiose e outras doenças transmitidas por carrapatos (ambiente e vetores) - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 31/05/2026,,1,
88995e9705ca1c953b2f6405bc3dc35ddfe04718af1b4453feb2317ca8f64637,2,2,fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,FIOCRUZ,3,Solicitar serviço de capacitação e treinamento técnico de profissionais e equipes em ricketisiose e outras doenças transmitidas por carrapatos (ambiente e vetores) - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 30/06/2026,sem_produto,Solicitar serviço de capacitação e treinamento técnico de profissionais e equipes em ricketisiose e outras doenças transmitidas por carrapatos (ambiente e vetores) - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 30/06/2026,,1,
88995e9705ca1c953b2f6405bc3dc35ddfe04718af1b4453feb2317ca8f64637,2,3,fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,FIOCRUZ,3,Solicitar diagnóstico de referência para febre maculosa em população humana - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 31/07/2026,sem_produto,Solicitar diagnóstico de referência para febre maculosa em população humana - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 31/07/2026,,1,
88995e9705ca1c953b2f6405bc3dc35ddfe04718af1b4453feb2317ca8f64637,2,4,fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,FIOCRUZ,3,Solicitar diagnóstico de referência para febre maculosa em população de animais vertebrados domésticos e silvestres - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 31/08/2026,sem_produto,Solicitar diagnóstico de referência para febre maculosa em população de animais vertebrados domésticos e silvestres - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 31/08/2026,,1,
88995e9705ca1c953b2f6405bc3dc35ddfe04718af1b4453feb2317ca8f64637,2,5,fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,FIOCRUZ,3,Solicitar identificação e diagnóstico em culicídeos vetores de malária na região extra- Amazonica - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 30/09/2026,sem_produto,Solicitar identificação e diagnóstico em culicídeos vetores de malária na região extra- Amazonica - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 30/09/2026,,1,
88995e9705ca1c953b2f6405bc3dc35ddfe04718af1b4453feb2317ca8f64637,2,6,fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,FIOCRUZ,3,Solicitar capacitação e treinamento em Malacologia Médica e Aplicada - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 31/10/2026,sem_produto,Solicitar capacitação e treinamento em Malacologia Médica e Aplicada - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 31/10/2026,,1,
88995e9705ca1c953b2f6405bc3dc35ddfe04718af1b4453feb2317ca8f64637,2,7,fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,FIOCRUZ,3,Solicitar diagnóstico molecular de genotipagem do HIV-1 Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 30/11/2026,sem_produto,Solicitar diagnóstico molecular de genotipagem do HIV-1 Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 30/11/2026,,1,
88995e9705ca1c953b2f6405bc3dc35ddfe04718af1b4453feb2317ca8f64637,2,8,fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,FIOCRUZ,3,Solicitar fornecimento de amostra padrão de vírus associados à diarréia aguda - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 31/12/2026,sem_produto,Solicitar fornecimento de amostra padrão de vírus associados à diarréia aguda - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 31/12/2026,,1,
88995e9705ca1c953b2f6405bc3dc35ddfe04718af1b4453feb2317ca8f64637,2,9,fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,FIOCRUZ,3,Solicitar assessoria/consultoria em metodologias de diagnóstico e caracterização molecular de vírus associados a diarréia aguda - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 31/12/2026,sem_produto,Solicitar assessoria/consultoria em metodologias de diagnóstico e caracterização molecular de vírus associados a diarréia aguda - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 31/12/2026,,1,
88995e9705ca1c953b2f6405bc3dc35ddfe04718af1b4453feb2317ca8f64637,2,10,fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,FIOCRUZ,3,Solicitar detecção de vírus para esclarecimento de surtos de doença diarréica aguda associada ao consumo de alimento contaminados - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 31/12/2026,sem_produto,Solicitar detecção de vírus para esclarecimento de surtos de doença diarréica aguda associada ao consumo de alimento contaminados - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 31/12/2026,,1,
88995e9705ca1c953b2f6405bc3dc35ddfe04718af1b4453feb2317ca8f64637,2,11,fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,FIOCRUZ,3,Solicitar detecção de vírus para esclarecimento de surtos de doença diarréica aguda associada ao consumo de água contaminada - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 31/12/2026,sem_produto,Solicitar detecção de vírus para esclarecimento de surtos de doença diarréica aguda associada ao consumo de água contaminada - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 31/12/2026,,1,
88995e9705ca1c953b2f6405bc3dc35ddfe04718af1b4453feb2317ca8f64637,2,12,fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,FIOCRUZ,3,Solicitar treinamento e capacitação para diagnóstico de vírus associados à diarréia aguda - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 31/12/2026,sem_produto,Solicitar treinamento e capacitação para diagnóstico de vírus associados à diarréia aguda - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 31/12/2026,,1,
88995e9705ca1c953b2f6405bc3dc35ddfe04718af1b4453feb2317ca8f64637,2,13,fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,FIOCRUZ,3,Solicitar Diagnóstico de referência em Herpesvírus (Tipos 1 e 2) - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 31/12/2026,sem_produto,Solicitar Diagnóstico de referência em Herpesvírus (Tipos 1 e 2) - Fiocruz IOC/RJ | Disponibilização emAcessoDigital | Serviços Digitais e Melhoria da Qualidade | PR/CQuali | 31/12/2024 | 31/12/2026,,1,
88995e9705ca1c953b2f6405bc3dc35ddfe04718af1b4453feb2317ca8f64637,3,1,fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,FIOCRUZ,4,"PPSI Ciclo 7 | Auto-avaliação, análise de lacunas planejamento do PPSI | Segurança e Privacidade | PR/COGETIC/PPD | 31/12/2024 | 01/07/2026",sem_produto,"PPSI Ciclo 7 | Auto-avaliação, análise de lacunas planejamento do PPSI | Segurança e Privacidade | PR/COGETIC/PPD | 31/12/2024 | 01/07/2026",,4,
88995e9705ca1c953b2f6405bc3dc35ddfe04718af1b4453feb2317ca8f64637,3,3,fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,FIOCRUZ,4,Posso ajudar emalgo mais? Aprimoramento do uso do chatbot na comunicação comocidadão | Outros | Projetos Especiais | PR/Ouvidoria | 31/12/2024 | 31/08/2026,sem_produto,Posso ajudar emalgo mais? Aprimoramento do uso do chatbot na comunicação comocidadão | Outros | Projetos Especiais | PR/Ouvidoria | 31/12/2024 | 31/08/2026,,1,
88995e9705ca1c953b2f6405bc3dc35ddfe04718af1b4453feb2317ca8f64637,3,4,fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fiocruz_ptd_anexo_de_entregas_assinado_v1_assinado_assinado-1-copia_tarjada.pdf,FIOCRUZ,4,Melhorando a qualidade do atendimento ao cidadão no guia de serviços da Fiocruz: uso do chatbot cominteligência artificial para atendimento imediato | Outros | Projetos Especiais | Icict | 31/12/2024 | 31/08/2025,sem_produto,Melhorando a qualidade do atendimento ao cidadão no guia de serviços da Fiocruz: uso do chatbot cominteligência artificial para atendimento imediato | Outros | Projetos Especiais | Icict | 31/12/2024 | 31/08/2025,,1,
601e35c45da7d3848d5fa901d606b7c85f6d7150c586a85beb1373a11f18d4de,0,0,funai_anexo_de_entregas_repactuado_2026_2027_assinado_assinado_assinado.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/funai_anexo_de_entregas_repactuado_2026_2027_assinado_assinado_assinado.pdf,FUNAI,1,[Consultar documentos do acervo arquivístico da [Fundação Nacional dos Povos Indígenas; | Disponibilidade em acesso digital | Serviços Digitais e [Melhoria da Qualidade * | [Coordenação-Geral [de Tecnologia da |Informação (CGTI) | jun-26,sem_produto,[Consultar documentos do acervo arquivístico da [Fundação Nacional dos Povos Indígenas; | Disponibilidade em acesso digital | Serviços Digitais e [Melhoria da Qualidade * | [Coordenação-Geral [de Tecnologia da |Informação (CGTI) | jun-26,,1,
601e35c45da7d3848d5fa901d606b7c85f6d7150c586a85beb1373a11f18d4de,0,2,funai_anexo_de_entregas_repactuado_2026_2027_assinado_assinado_assinado.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/funai_anexo_de_entregas_repactuado_2026_2027_assinado_assinado_assinado.pdf,FUNAI,1,[Emitir Certidão de Exercício de Atividade Rural - CEAR; | Disponibilidade em acesso digital | Serviços Digitais e [Melhoria da Qualidade * | [Coordenação-Geral [de Tecnologia da |Informação (CGTI) | dez-26,sem_produto,[Emitir Certidão de Exercício de Atividade Rural - CEAR; | Disponibilidade em acesso digital | Serviços Digitais e [Melhoria da Qualidade * | [Coordenação-Geral [de Tecnologia da |Informação (CGTI) | dez-26,,1,
601e35c45da7d3848d5fa901d606b7c85f6d7150c586a85beb1373a11f18d4de,0,4,funai_anexo_de_entregas_repactuado_2026_2027_assinado_assinado_assinado.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/funai_anexo_de_entregas_repactuado_2026_2027_assinado_assinado_assinado.pdf,FUNAI,1,Solicitar o empréstimo de itens do acervo museológico Ido MNPI | [Disponibilidade em acesso digital | Serviços Digitais e |Melhoria da Qualidade * | [Coordenação-Geral de Tecnologia da linformação (CGTI) | jun-26,sem_produto,Solicitar o empréstimo de itens do acervo museológico Ido MNPI | [Disponibilidade em acesso digital | Serviços Digitais e |Melhoria da Qualidade * | [Coordenação-Geral de Tecnologia da linformação (CGTI) | jun-26,,1,
601e35c45da7d3848d5fa901d606b7c85f6d7150c586a85beb1373a11f18d4de,0,6,funai_anexo_de_entregas_repactuado_2026_2027_assinado_assinado_assinado.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/funai_anexo_de_entregas_repactuado_2026_2027_assinado_assinado_assinado.pdf,FUNAI,1,Solicitar análise e emissão de Declaração de [Reconhecimento de Limite | Disponibilidade em acesso digital | Serviços Digitais e [Melhoria da Qualidade | [Coordenação-Geral [de Tecnologia da |Informação (CGTI) | dez-27,sem_produto,Solicitar análise e emissão de Declaração de [Reconhecimento de Limite | Disponibilidade em acesso digital | Serviços Digitais e [Melhoria da Qualidade | [Coordenação-Geral [de Tecnologia da |Informação (CGTI) | dez-27,,1,
601e35c45da7d3848d5fa901d606b7c85f6d7150c586a85beb1373a11f18d4de,0,8,funai_anexo_de_entregas_repactuado_2026_2027_assinado_assinado_assinado.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/funai_anexo_de_entregas_repactuado_2026_2027_assinado_assinado_assinado.pdf,FUNAI,1,fAprovar projetos de visitação turística em Terra Indígena | Disponibilidade em acesso digital | Serviços Digitais e |Melhoria da Qualidade * | [Coordenação-Geral de Tecnologia da linformação (CGTI) | jun-27,sem_produto,fAprovar projetos de visitação turística em Terra Indígena | Disponibilidade em acesso digital | Serviços Digitais e |Melhoria da Qualidade * | [Coordenação-Geral de Tecnologia da linformação (CGTI) | jun-27,,1,
601e35c45da7d3848d5fa901d606b7c85f6d7150c586a85beb1373a11f18d4de,0,10,funai_anexo_de_entregas_repactuado_2026_2027_assinado_assinado_assinado.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/funai_anexo_de_entregas_repactuado_2026_2027_assinado_assinado_assinado.pdf,FUNAI,1,Declaração de produtor indígena | Disponibilidade em acesso Idigital | Serviços Digitais e [Melhoria da Qualidade * | [Coordenação-Geral de Tecnologia da linformação (CGTI) | jun-27,sem_produto,Declaração de produtor indígena | Disponibilidade em acesso Idigital | Serviços Digitais e [Melhoria da Qualidade * | [Coordenação-Geral de Tecnologia da linformação (CGTI) | jun-27,,1,
601e35c45da7d3848d5fa901d606b7c85f6d7150c586a85beb1373a11f18d4de,0,12,funai_anexo_de_entregas_repactuado_2026_2027_assinado_assinado_assinado.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/funai_anexo_de_entregas_repactuado_2026_2027_assinado_assinado_assinado.pdf,FUNAI,1,[Solicitar autorização para ingresso em Terra Indígena | Disponibilidade em acesso [digital | Serviços Digitais e lelhoria da Qualidade * | [Coordenação-Geral de Tecnologia da linformação (CGTI | dez-27,sem_produto,[Solicitar autorização para ingresso em Terra Indígena | Disponibilidade em acesso [digital | Serviços Digitais e lelhoria da Qualidade * | [Coordenação-Geral de Tecnologia da linformação (CGTI | dez-27,,1,
601e35c45da7d3848d5fa901d606b7c85f6d7150c586a85beb1373a11f18d4de,0,15,funai_anexo_de_entregas_repactuado_2026_2027_assinado_assinado_assinado.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/funai_anexo_de_entregas_repactuado_2026_2027_assinado_assinado_assinado.pdf,FUNAI,1,"uto-avaliação, análise de lacunas e planejamento do | [Coordenação-Geral | [de Tecnologia da | 27/02/2026",sem_produto,"uto-avaliação, análise de lacunas e planejamento do | [Coordenação-Geral | [de Tecnologia da | 27/02/2026",,1,
601e35c45da7d3848d5fa901d606b7c85f6d7150c586a85beb1373a11f18d4de,0,16,funai_anexo_de_entregas_repactuado_2026_2027_assinado_assinado_assinado.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/funai_anexo_de_entregas_repactuado_2026_2027_assinado_assinado_assinado.pdf,FUNAI,1,PPSI 2.0 Ciclo 2026 PPSI 2.0 Ciclo 2026 | PPSI2.0 Implementação do PPS| 2.0 | Segurança e Privacidade [Segurança Privacidade | |Informação (CGTI) [Coordenação-Geral | [de Tecnologia da |Informação (CGTI | 31/12/2026,sem_produto,PPSI 2.0 Ciclo 2026 PPSI 2.0 Ciclo 2026 | PPSI2.0 Implementação do PPS| 2.0 | Segurança e Privacidade [Segurança Privacidade | |Informação (CGTI) [Coordenação-Geral | [de Tecnologia da |Informação (CGTI | 31/12/2026,,4,
601e35c45da7d3848d5fa901d606b7c85f6d7150c586a85beb1373a11f18d4de,1,0,funai_anexo_de_entregas_repactuado_2026_2027_assinado_assinado_assinado.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/funai_anexo_de_entregas_repactuado_2026_2027_assinado_assinado_assinado.pdf,FUNAI,1,PPSI Ciclo 4 | egurança e Privacidade | [Coordenação-Geral |de Tecnologia da à CGTI Informação - | Concluído,sem_produto,PPSI Ciclo 4 | egurança e Privacidade | [Coordenação-Geral |de Tecnologia da à CGTI Informação - | Concluído,,4,
601e35c45da7d3848d5fa901d606b7c85f6d7150c586a85beb1373a11f18d4de,1,3,funai_anexo_de_entregas_repactuado_2026_2027_assinado_assinado_assinado.pdf,https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/funai_anexo_de_entregas_repactuado_2026_2027_assinado_assinado_assinado.pdf,FUNAI,1,goubr Documento assinado digitalmente JOENIA BATISTA DE CARVALHO Data: 02/03/2026 17:25:16-0300 Verifique em https:/jvalidar ti gov.br | Assinagoubr | Documento assinado digitalmente MARIANA BRITO Data: 23/03/2026 14:58:26-0300 Verifique em https:/jvalidar iti.gov.br | goubr Documento assinado digitalmente LOYANE DE SOUSA TAVARES Data: 18/03/2026 11:39:20-0300 verifique em https://validar ti. gov.br | goubr Documento assinado digitalmente LOYANE DE SOUSA TAVARES Data: 18/03/2026 11:39:20-0300 verifique em https://validar ti. gov.br,sem_produto,goubr Documento assinado digitalmente JOENIA BATISTA DE CARVALHO Data: 02/03/2026 17:25:16-0300 Verifique em https:/jvalidar ti gov.br | Assinagoubr | Documento assinado digitalmente MARIANA BRITO Data: 23/03/2026 14:58:26-0300 Verifique em https:/jvalidar iti.gov.br | goubr Documento assinado digitalmente LOYANE DE SOUSA TAVARES Data: 18/03/2026 11:39:20-0300 verifique em https://validar ti. gov.br | goubr Documento assinado digitalmente LOYANE DE SOUSA TAVARES Data: 18/03/2026 11:39:20-0300 verifique em https://validar ti. gov.br,,4,
