url,filename,tipo,contexto
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/mda-documento-diretivo-assinado_ptd-2025-207-copia-tarjada.pdf,mda-documento-diretivo-assinado_ptd-2025-207-copia-tarjada.pdf,diretivo,Plano de Transformação Digital MDA / CONAB: Documento Diretivo / Anexo de Entregas vigente
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/cvm_ptd_2025_2027_docdiretivo_assinado_assinado_assinado_tarjado.pdf,cvm_ptd_2025_2027_docdiretivo_assinado_assinado_assinado_tarjado.pdf,diretivo,Plano de Transformação Digital CVM - Documento Diretivo / Anexo de Entregas
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/cvm_ptd_2025_2027_anexoentregas_assinado_assinado_assinado.pdf,cvm_ptd_2025_2027_anexoentregas_assinado_assinado_assinado.pdf,entregas,Plano de Transformação Digital CVM - Documento Diretivo / Anexo de Entregas
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/dnocs_ptd_doc_diretivo_2025_2026_assinado_orgao-2_assinado_assinado-copia_tarjada.pdf,dnocs_ptd_doc_diretivo_2025_2026_assinado_orgao-2_assinado_assinado-copia_tarjada.pdf,diretivo,Plano de Transformação Digital DNOCS: Documento Diretivo / Anexo de Entregas vigente
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/dnocs_anexo_de_entregas_repactuado_2025_2026_assinado_assinado_assinado.pdf,dnocs_anexo_de_entregas_repactuado_2025_2026_assinado_assinado_assinado.pdf,entregas,Plano de Transformação Digital DNOCS: Documento Diretivo / Anexo de Entregas vigente
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fbn_ptd_2025_2027_docdiretivo_assinado-1_tarjado.pdf,fbn_ptd_2025_2027_docdiretivo_assinado-1_tarjado.pdf,diretivo,Plano de Transformação digital FBN: Documento Diretivo / Anexo de Entregas vigente
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fbn_ptd_2025_2027_anexo_de_entregas_assinado-1.pdf,fbn_ptd_2025_2027_anexo_de_entregas_assinado-1.pdf,entregas,Plano de Transformação digital FBN: Documento Diretivo / Anexo de Entregas vigente
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fcp_ptd_2025_2027_docdiretivo_assinado-1_tarjado.pdf,fcp_ptd_2025_2027_docdiretivo_assinado-1_tarjado.pdf,diretivo,Plano de Transformação Digital FCP: Documento Diretivo / Anexo de Entregas vigente
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fcp_ptd_2025_2027_anexo_de_entregas_assinado-1.pdf,fcp_ptd_2025_2027_anexo_de_entregas_assinado-1.pdf,entregas,Plano de Transformação Digital FCP: Documento Diretivo / Anexo de Entregas vigente
https://www.gov.br/governodigital/pt-br/estrategias-e-governanca-digital/planos-de-transformacao-digital/ptds-vigentes/fcrb_ptd_2025_2026_docdiretivo_aprovado_assinado-1_assinado_assinado-copia_tarjada.pdf,fcrb_ptd_2025_2026_docdiretivo_aprovado_assinado-1_assinado_assinado-copia_tarjada.pdf,diretivo,Plano de Transformação Digital FCRB: Documento Diretivo / Anexo de Entregas vigente
